2544.2136,1,303,1,1,1,NaN,NaN,NaN,0,0,0,NaN,NaN,NaN,1
350.0343,-1.224745,303,1,1,0,NaN,NaN,NaN,1,0,1,NaN,NaN,NaN,1
4279.3733,0.8480686,303,2,0,2,NaN,NaN,NaN,1,1,1,NaN,NaN,NaN,1
5542.7506,1.131715,303,2,2,0,NaN,NaN,NaN,1,1,1,NaN,NaN,NaN,1
4738.393,1.224745,303,2,1,2,NaN,NaN,NaN,1,0,1,NaN,NaN,NaN,1
454.3233,-1.461038,303,2,1,1,NaN,NaN,NaN,2,0,2,NaN,NaN,NaN,1
809.054,-1.094852,303,2,2,0,NaN,NaN,NaN,2,1,1,NaN,NaN,NaN,1
5438.4616,1.224745,303,2,2,1,NaN,NaN,NaN,1,1,0,NaN,NaN,NaN,1
1050.1029,-0.9128709,303,2,2,1,NaN,NaN,NaN,2,1,2,NaN,NaN,NaN,1
7632.6409,1.290994,303,3,2,2,NaN,NaN,NaN,2,1,1,NaN,NaN,NaN,1
6167.288,0.5264314,303,3,1,2,NaN,NaN,NaN,2,2,1,NaN,NaN,NaN,1
8388.5324,1.545813,303,3,3,0,NaN,NaN,NaN,2,2,1,NaN,NaN,NaN,1
6897.0992,1.461615,303,3,1,3,NaN,NaN,NaN,2,0,2,NaN,NaN,NaN,1
5633.7219,0.3324638,303,3,1,3,NaN,NaN,NaN,2,2,0,NaN,NaN,NaN,1
9631.5599,0.0991451,303,3,3,1,NaN,NaN,NaN,2,0,2,NaN,NaN,NaN,1
8368.1826,1.552413,303,3,3,1,NaN,NaN,NaN,2,2,0,NaN,NaN,NaN,1
1189.865,-1.148048,303,3,2,2,NaN,NaN,NaN,3,1,3,NaN,NaN,NaN,1
1544.5957,-1.007631,303,3,3,1,NaN,NaN,NaN,3,2,2,NaN,NaN,NaN,1
6579.0009,1.287735,303,3,0,3,NaN,NaN,NaN,2,1,2,NaN,NaN,NaN,1
7976.8196,1.004194,303,3,2,1,NaN,NaN,NaN,2,1,2,NaN,NaN,NaN,1
638.3901,-1.527943,303,3,1,2,NaN,NaN,NaN,3,0,3,NaN,NaN,NaN,1
2859.6345,-0.1159042,303,3,3,0,NaN,NaN,NaN,3,0,3,NaN,NaN,NaN,1
759.4286,-1.558978,303,3,2,1,NaN,NaN,NaN,3,1,2,NaN,NaN,NaN,1
1461.8158,-1.027072,303,3,3,0,NaN,NaN,NaN,3,2,1,NaN,NaN,NaN,1
8852.9447,1.652123,303,4,0,4,NaN,NaN,NaN,3,1,3,NaN,NaN,NaN,1
6118.4841,0.06097405,303,4,0,4,NaN,NaN,NaN,3,3,1,NaN,NaN,NaN,1
10529.0488,0.8392363,303,4,2,2,NaN,NaN,NaN,3,1,3,NaN,NaN,NaN,1
7794.5881,0.3911267,303,4,2,2,NaN,NaN,NaN,3,3,1,NaN,NaN,NaN,1
14008.7038,0.03617885,303,4,4,0,NaN,NaN,NaN,3,1,3,NaN,NaN,NaN,1
11274.2431,1.846122,303,4,4,0,NaN,NaN,NaN,3,3,1,NaN,NaN,NaN,1
9042.3136,1.718457,303,4,1,4,NaN,NaN,NaN,3,0,3,NaN,NaN,NaN,1
7644.495,0.3842996,303,4,1,4,NaN,NaN,NaN,3,2,1,NaN,NaN,NaN,1
12009.1455,0.2014934,303,4,3,2,NaN,NaN,NaN,3,0,3,NaN,NaN,NaN,1
10611.3268,1.53578,303,4,3,2,NaN,NaN,NaN,3,2,1,NaN,NaN,NaN,1
8576.6788,0.8676001,303,4,1,3,NaN,NaN,NaN,3,2,2,NaN,NaN,NaN,1
10712.8383,1.49909,303,4,3,1,NaN,NaN,NaN,3,2,2,NaN,NaN,NaN,1
913.5991,-1.49538,303,4,1,3,NaN,NaN,NaN,4,0,4,NaN,NaN,NaN,1
762.505,-1.89867,303,4,2,2,NaN,NaN,NaN,4,1,3,NaN,NaN,NaN,1
4242.16,-0.06304854,303,4,4,0,NaN,NaN,NaN,4,1,3,NaN,NaN,NaN,1
3049.7585,-0.2098275,303,4,3,1,NaN,NaN,NaN,4,0,4,NaN,NaN,NaN,1
1373.6545,-1.432451,303,4,3,1,NaN,NaN,NaN,4,2,2,NaN,NaN,NaN,1
2106.0005,-1.029064,303,4,4,0,NaN,NaN,NaN,4,3,1,NaN,NaN,NaN,1
9782.1939,1.398146,303,4,2,3,NaN,NaN,NaN,3,1,2,NaN,NaN,NaN,1
7560.9495,0.3637673,303,4,2,3,NaN,NaN,NaN,3,3,0,NaN,NaN,NaN,1
13492.8283,0.05508769,303,4,4,1,NaN,NaN,NaN,3,1,2,NaN,NaN,NaN,1
11271.5838,1.846571,303,4,4,1,NaN,NaN,NaN,3,3,0,NaN,NaN,NaN,1
1378.2703,-1.271839,303,4,2,3,NaN,NaN,NaN,4,1,4,NaN,NaN,NaN,1
1588.5615,-1.351139,303,4,3,2,NaN,NaN,NaN,4,2,3,NaN,NaN,NaN,1
5088.9047,-0.03192793,303,4,4,1,NaN,NaN,NaN,4,1,4,NaN,NaN,NaN,1
2122.0728,-1.027537,303,4,4,1,NaN,NaN,NaN,4,3,2,NaN,NaN,NaN,1
11894.082,1.544836,303,5,2,4,NaN,NaN,NaN,4,1,3,NaN,NaN,NaN,1
9757.9226,0.5258759,303,5,2,4,NaN,NaN,NaN,4,3,1,NaN,NaN,NaN,1
15684.2138,0.1251601,303,5,4,2,NaN,NaN,NaN,4,1,3,NaN,NaN,NaN,1
13548.0543,1.822435,303,5,4,2,NaN,NaN,NaN,4,3,1,NaN,NaN,NaN,1
10983.4894,1.209552,303,5,1,4,NaN,NaN,NaN,4,2,3,NaN,NaN,NaN,1
7272.8551,0.03703098,303,5,1,4,NaN,NaN,NaN,4,4,1,NaN,NaN,NaN,1
13093.9399,1.416163,303,5,3,2,NaN,NaN,NaN,4,2,3,NaN,NaN,NaN,1
9383.3055,0.3404111,303,5,3,2,NaN,NaN,NaN,4,4,1,NaN,NaN,NaN,1
17878.0734,0.03433389,303,5,5,0,NaN,NaN,NaN,4,2,3,NaN,NaN,NaN,1
14167.439,2.100723,303,5,5,0,NaN,NaN,NaN,4,4,1,NaN,NaN,NaN,1
11195.3061,1.975432,303,5,1,5,NaN,NaN,NaN,4,0,4,NaN,NaN,NaN,1
9519.2021,0.3451174,303,5,1,5,NaN,NaN,NaN,4,2,2,NaN,NaN,NaN,1
6039.5471,0.01409002,303,5,1,5,NaN,NaN,NaN,4,4,0,NaN,NaN,NaN,1
14476.8536,0.2902061,303,5,3,3,NaN,NaN,NaN,4,0,4,NaN,NaN,NaN,1
12800.7496,1.537978,303,5,3,3,NaN,NaN,NaN,4,2,2,NaN,NaN,NaN,1
9321.0946,0.3379522,303,5,3,3,NaN,NaN,NaN,4,4,0,NaN,NaN,NaN,1
19322.9078,0.005693324,303,5,5,1,NaN,NaN,NaN,4,0,4,NaN,NaN,NaN,1
17646.8038,0.03680498,303,5,5,1,NaN,NaN,NaN,4,2,2,NaN,NaN,NaN,1
14167.1488,2.100754,303,5,5,1,NaN,NaN,NaN,4,4,0,NaN,NaN,NaN,1
1612.3749,-1.338071,303,5,2,4,NaN,NaN,NaN,5,1,5,NaN,NaN,NaN,1
