1000.8896,0,-10.989,3,1.6605,13,-3,303,6,3,4,NaN,NaN,NaN,6,2,4,NaN,NaN,NaN
1200.3815,0,-10.9219,3,1.1958,11,-3,303,5,3,3,NaN,NaN,NaN,5,2,3,NaN,NaN,NaN
1307.325,0,-10.8292,3,3.5567,19,-3,303,9,4,6,NaN,NaN,NaN,9,3,6,NaN,NaN,NaN
1357.3182,0,-10.9341,3,0.8089,9,-3,303,4,3,2,NaN,NaN,NaN,4,2,2,NaN,NaN,NaN
1578.7318,0,-10.6891,3,2.8593,17,-3,303,8,4,5,NaN,NaN,NaN,8,3,5,NaN,NaN,NaN
1601.4874,0,-10.8345,3,6.1637,25,-3,303,12,5,8,NaN,NaN,NaN,12,4,8,NaN,NaN,NaN
1604.8978,0,-10.8572,3,0.8012,9,-3,303,4,3,1,NaN,NaN,NaN,4,2,3,NaN,NaN,NaN
1731.1196,0,-10.7787,3,1.1802,11,-3,303,5,3,2,NaN,NaN,NaN,5,2,4,NaN,NaN,NaN
1802.987,0,-10.5983,3,2.24,15,-3,303,7,4,4,NaN,NaN,NaN,7,3,4,NaN,NaN,NaN
1938.3177,0,-10.6471,3,5.2333,23,-3,303,11,5,7,NaN,NaN,NaN,11,4,7,NaN,NaN,NaN
1963.3661,0,-10.5644,3,1.6995,13,-3,303,6,4,3,NaN,NaN,NaN,6,3,3,NaN,NaN,NaN
1963.534,0,-10.7603,3,1.634,13,-3,303,6,3,3,NaN,NaN,NaN,6,2,5,NaN,NaN,NaN
2059.0122,0,-10.6094,3,1.2379,11,-3,303,5,4,2,NaN,NaN,NaN,5,3,2,NaN,NaN,NaN
2105.7366,0,-10.7994,3,0.8547,9,-3,303,4,4,1,NaN,NaN,NaN,4,3,1,NaN,NaN,NaN
2122.3368,0,-10.7941,3,0.8542,9,-3,303,4,4,0,NaN,NaN,NaN,4,3,2,NaN,NaN,NaN
2123.2946,0,-10.5894,3,1.2359,11,-3,303,5,4,1,NaN,NaN,NaN,5,3,3,NaN,NaN,NaN
2143.6258,0,-10.5114,3,1.6939,13,-3,303,6,4,2,NaN,NaN,NaN,6,3,4,NaN,NaN,NaN
2207.0633,0,-10.4893,3,2.2278,15,-3,303,7,4,3,NaN,NaN,NaN,7,3,5,NaN,NaN,NaN
2223.8231,0,-10.5008,3,4.3813,21,-3,303,10,5,6,NaN,NaN,NaN,10,4,6,NaN,NaN,NaN
2285.1114,0,-10.7424,3,8.3178,29,-3,303,14,6,9,NaN,NaN,NaN,14,5,9,NaN,NaN,NaN
2333.3283,0,-10.7823,3,2.1621,15,-3,303,7,3,4,NaN,NaN,NaN,7,2,6,NaN,NaN,NaN
2347.6806,0,-10.5027,3,2.8373,17,-3,303,8,4,4,NaN,NaN,NaN,8,3,6,NaN,NaN,NaN
2437.8595,0,-10.3976,3,3.6087,19,-3,303,9,5,5,NaN,NaN,NaN,9,4,5,NaN,NaN,NaN
2577.756,0,-10.3426,3,2.9156,17,-3,303,8,5,4,NaN,NaN,NaN,8,4,4,NaN,NaN,NaN
2604.9988,0,-10.5446,3,3.5218,19,-3,303,9,4,5,NaN,NaN,NaN,9,3,7,NaN,NaN,NaN
2627.4777,0,-10.5552,3,7.2331,27,-3,303,13,6,8,NaN,NaN,NaN,13,5,8,NaN,NaN,NaN
2630.5481,0,-10.3992,3,0,3,-3,303,1,1,0,NaN,NaN,NaN,0,0,0,NaN,NaN,NaN
2658.4512,0,-10.3418,3,2.3014,15,-3,303,7,5,3,NaN,NaN,NaN,7,4,3,NaN,NaN,NaN
2694.0475,0,-10.3124,3,2.912,17,-3,303,8,5,3,NaN,NaN,NaN,8,4,5,NaN,NaN,NaN
2699.6223,0,-10.3308,3,2.3001,15,-3,303,7,5,2,NaN,NaN,NaN,7,4,4,NaN,NaN,NaN
2701.144,0,-10.4101,3,1.7654,13,-3,303,6,5,2,NaN,NaN,NaN,6,4,2,NaN,NaN,NaN
2712.2408,0,-10.3292,3,3.6003,19,-3,303,9,5,4,NaN,NaN,NaN,9,4,6,NaN,NaN,NaN
2712.7585,0,-10.407,3,1.765,13,-3,303,6,5,1,NaN,NaN,NaN,6,4,3,NaN,NaN,NaN
2722.7596,0,-10.6136,3,1.3067,11,-3,303,5,5,1,NaN,NaN,NaN,5,4,1,NaN,NaN,NaN
2725.1212,0,-10.6129,3,1.3066,11,-3,303,5,5,0,NaN,NaN,NaN,5,4,2,NaN,NaN,NaN
2780.3912,0,-10.3712,3,4.3649,21,-3,303,10,5,5,NaN,NaN,NaN,10,4,7,NaN,NaN,NaN
2850.2562,0,-10.8287,3,2.7642,17,-3,303,8,3,5,NaN,NaN,NaN,8,2,7,NaN,NaN,NaN
2891.4229,0,-10.4062,3,6.2282,25,-3,303,12,6,7,NaN,NaN,NaN,12,5,7,NaN,NaN,NaN
2934.7816,0,-10.4341,3,5.2053,23,-3,303,11,5,6,NaN,NaN,NaN,11,4,8,NaN,NaN,NaN
3010.4193,0,-10.6103,3,4.2809,21,-3,303,10,4,6,NaN,NaN,NaN,10,3,8,NaN,NaN,NaN
3072.8755,0,-10.2973,3,5.3032,23,-3,303,11,6,6,NaN,NaN,NaN,11,5,6,NaN,NaN,NaN
3186.4338,0,-10.2281,3,4.4577,21,-3,303,10,6,5,NaN,NaN,NaN,10,5,5,NaN,NaN,NaN
3216.2353,0,-10.5161,3,6.1209,25,-3,303,12,5,7,NaN,NaN,NaN,12,4,9,NaN,NaN,NaN
3243.7777,0,-10.2591,3,5.2979,23,-3,303,11,6,5,NaN,NaN,NaN,11,5,7,NaN,NaN,NaN
3253.9728,0,-10.1976,3,3.6908,19,-3,303,9,6,4,NaN,NaN,NaN,9,5,4,NaN,NaN,NaN
3255.9871,0,-10.2123,3,4.4555,21,-3,303,10,6,4,NaN,NaN,NaN,10,5,6,NaN,NaN,NaN
3259.9801,0,-10.3265,3,6.2171,25,-3,303,12,6,6,NaN,NaN,NaN,12,5,8,NaN,NaN,NaN
3278.4469,0,-10.192,3,3.69,19,-3,303,9,6,3,NaN,NaN,NaN,9,5,5,NaN,NaN,NaN
3293.8818,0,-10.2099,3,3.0018,17,-3,303,8,6,3,NaN,NaN,NaN,8,5,3,NaN,NaN,NaN
