86.3345,-1.224745,303,1,1,0,NaN,NaN,NaN,1,1,1,NaN,NaN,NaN,1
2280.5138,-1,303,1,0,1,NaN,NaN,NaN,0,0,0,NaN,NaN,NaN,1
4543.0731,1.404129,303,2,0,2,NaN,NaN,NaN,1,0,1,NaN,NaN,NaN,1
5806.4504,-0.1685912,303,2,2,0,NaN,NaN,NaN,1,0,1,NaN,NaN,NaN,1
4474.6931,-1.224745,303,2,1,2,NaN,NaN,NaN,1,1,1,NaN,NaN,NaN,1
4647.3621,1.224745,303,2,1,1,NaN,NaN,NaN,1,1,0,NaN,NaN,NaN,1
259.0035,0.9128709,303,2,1,1,NaN,NaN,NaN,2,1,2,NaN,NaN,NaN,1
1245.4228,-0.2176504,303,2,2,1,NaN,NaN,NaN,2,0,2,NaN,NaN,NaN,1
17.9545,1.812722,303,2,2,0,NaN,NaN,NaN,2,2,1,NaN,NaN,NaN,1
6841.5414,1.290994,303,3,2,2,NaN,NaN,NaN,2,2,1,NaN,NaN,NaN,1
6958.3875,-1.628334,303,3,1,2,NaN,NaN,NaN,2,1,1,NaN,NaN,NaN,1
9179.6319,0.1232619,303,3,3,0,NaN,NaN,NaN,2,1,1,NaN,NaN,NaN,1
6701.7794,1.629927,303,3,1,3,NaN,NaN,NaN,2,1,2,NaN,NaN,NaN,1
9436.24,-0.1000297,303,3,3,1,NaN,NaN,NaN,2,1,2,NaN,NaN,NaN,1
515.6116,-0.7707478,303,3,1,2,NaN,NaN,NaN,3,1,3,NaN,NaN,NaN,1
2736.856,-0.08241122,303,3,3,0,NaN,NaN,NaN,3,1,3,NaN,NaN,NaN,1
2218.8491,0.1259755,303,3,3,1,NaN,NaN,NaN,3,1,2,NaN,NaN,NaN,1
2.3953,-2.283992,303,3,3,0,NaN,NaN,NaN,3,3,1,NaN,NaN,NaN,1
6774.3207,-1.704472,303,3,0,3,NaN,NaN,NaN,2,0,2,NaN,NaN,NaN,1
5510.9435,-0.1163165,303,3,0,3,NaN,NaN,NaN,2,2,0,NaN,NaN,NaN,1
8172.1394,0.2753664,303,3,2,1,NaN,NaN,NaN,2,0,2,NaN,NaN,NaN,1
6908.7621,-1.293092,303,3,2,1,NaN,NaN,NaN,2,2,0,NaN,NaN,NaN,1
1312.6435,0.3770679,303,3,2,2,NaN,NaN,NaN,3,0,3,NaN,NaN,NaN,1
85.1752,-1.480254,303,3,2,1,NaN,NaN,NaN,3,2,2,NaN,NaN,NaN,1
8975.7232,1.958085,303,4,0,4,NaN,NaN,NaN,3,0,3,NaN,NaN,NaN,1
7577.9045,0.1645562,303,4,0,4,NaN,NaN,NaN,3,2,1,NaN,NaN,NaN,1
10651.8272,-0.3237462,303,4,2,2,NaN,NaN,NaN,3,0,3,NaN,NaN,NaN,1
9254.0086,1.738377,303,4,2,2,NaN,NaN,NaN,3,2,1,NaN,NaN,NaN,1
14131.4822,-0.01254005,303,4,4,0,NaN,NaN,NaN,3,0,3,NaN,NaN,NaN,1
12733.6636,-0.1090923,303,4,4,0,NaN,NaN,NaN,3,2,1,NaN,NaN,NaN,1
8919.5352,-1.929167,303,4,1,4,NaN,NaN,NaN,3,1,3,NaN,NaN,NaN,1
6185.0745,-0.0357129,303,4,1,4,NaN,NaN,NaN,3,3,1,NaN,NaN,NaN,1
11886.367,0.1442597,303,4,3,2,NaN,NaN,NaN,3,1,3,NaN,NaN,NaN,1
9151.9063,-1.325228,303,4,3,2,NaN,NaN,NaN,3,3,1,NaN,NaN,NaN,1
9250.9322,1.921516,303,4,1,3,NaN,NaN,NaN,3,1,2,NaN,NaN,NaN,1
7029.6878,0.07020308,303,4,1,3,NaN,NaN,NaN,3,3,0,NaN,NaN,NaN,1
11387.0917,-0.2153672,303,4,3,1,NaN,NaN,NaN,3,1,2,NaN,NaN,NaN,1
9165.8472,1.325318,303,4,3,1,NaN,NaN,NaN,3,3,0,NaN,NaN,NaN,1
847.0086,0.6954466,303,4,1,3,NaN,NaN,NaN,4,1,4,NaN,NaN,NaN,1
2119.8232,-0.2479587,303,4,3,2,NaN,NaN,NaN,4,1,3,NaN,NaN,NaN,1
2983.1681,0.1225801,303,4,3,1,NaN,NaN,NaN,4,1,4,NaN,NaN,NaN,1
16.3363,1.984904,303,4,3,1,NaN,NaN,NaN,4,3,2,NaN,NaN,NaN,1
9107.9405,-1.728753,303,4,2,3,NaN,NaN,NaN,3,2,2,NaN,NaN,NaN,1
12818.5748,0.1068251,303,4,4,1,NaN,NaN,NaN,3,2,2,NaN,NaN,NaN,1
1444.8607,-0.4997031,303,4,2,3,NaN,NaN,NaN,4,0,4,NaN,NaN,NaN,1
231.2433,1.250708,303,4,2,2,NaN,NaN,NaN,4,2,3,NaN,NaN,NaN,1
3710.8983,0.08103653,303,4,4,0,NaN,NaN,NaN,4,2,3,NaN,NaN,NaN,1
5155.4951,-0.01344922,303,4,4,1,NaN,NaN,NaN,4,0,4,NaN,NaN,NaN,1
3479.3911,-0.08689206,303,4,4,1,NaN,NaN,NaN,4,2,2,NaN,NaN,NaN,1
0.2639,2.678008,303,4,4,0,NaN,NaN,NaN,4,4,1,NaN,NaN,NaN,1
11362.8203,2.040766,303,5,2,4,NaN,NaN,NaN,4,2,3,NaN,NaN,NaN,1
7652.186,0.03413939,303,5,2,4,NaN,NaN,NaN,4,4,1,NaN,NaN,NaN,1
15152.9521,-0.1616905,303,5,4,2,NaN,NaN,NaN,4,2,3,NaN,NaN,NaN,1
11442.3178,1.344605,303,5,4,2,NaN,NaN,NaN,4,4,1,NaN,NaN,NaN,1
11514.7511,-2.15819,303,5,1,4,NaN,NaN,NaN,4,1,3,NaN,NaN,NaN,1
9378.5917,-0.143164,303,5,1,4,NaN,NaN,NaN,4,3,1,NaN,NaN,NaN,1
13625.2016,0.3160579,303,5,3,2,NaN,NaN,NaN,4,1,3,NaN,NaN,NaN,1
