10000.0000,-3.9363
10000.0500,0.6204
10000.1000,1.9996
10000.1500,-0.6315
10000.2000,-11.2577
10000.2500,-1.1772
10000.3000,-0.7097
10000.3500,-6.0720
10000.4000,-7.1098
10000.4500,-7.4670
10000.5000,1.1404
10000.5500,-1.9171
10000.6000,-3.5162
10000.6500,1.0186
10000.7000,-0.6111
10000.7500,0.6662
10000.8000,3.5381
10000.8500,7.3143
10000.9000,1.5330
10000.9500,5.4874
10001.0000,-6.9487
10001.0500,1.7347
10001.1000,-0.7787
10001.1500,-5.2733
10001.2000,0.5668
10001.2500,3.5160
10001.3000,-1.8226
10001.3500,-4.3427
10001.4000,-4.6026
10001.4500,-10.3034
10001.5000,-6.4417
10001.5500,-1.5694
10001.6000,4.0225
10001.6500,1.0274
10001.7000,1.7420
10001.7500,3.1879
10001.8000,-3.2094
10001.8500,-4.0447
10001.9000,-10.1678
10001.9500,5.5345
10002.0000,-6.0033
10002.0500,-0.4144
10002.1000,-5.7372
10002.1500,-7.8797
10002.2000,3.1006
10002.2500,1.6433
10002.3000,-4.6101
10002.3500,-6.7889
10002.4000,-0.3745
10002.4500,1.0056
10002.5000,-1.7228
10002.5500,9.8690
10002.6000,-10.0452
10002.6500,-6.9616
10002.7000,2.0220
10002.7500,6.3273
10002.8000,2.8928
10002.8500,5.3643
10002.9000,-9.8894
10002.9500,12.7384
10003.0000,3.1313
10003.0500,3.5154
10003.1000,-0.4936
10003.1500,1.3763
10003.2000,8.8115
10003.2500,8.2622
10003.3000,5.0742
10003.3500,0.8290
10003.4000,10.0834
10003.4500,11.4880
10003.5000,3.1074
10003.5500,1.5565
10003.6000,3.5394
10003.6500,7.3611
10003.7000,0.9531
10003.7500,5.8016
10003.8000,-4.6580
10003.8500,-6.2936
10003.9000,1.2150
10003.9500,8.7715
10004.0000,-2.7918
10004.0500,6.9033
10004.1000,3.9757
10004.1500,-4.4148
10004.2000,2.9094
10004.2500,6.0134
10004.3000,-0.3028
10004.3500,0.0817
10004.4000,2.4960
10004.4500,-2.5331
10004.5000,-10.9230
10004.5500,6.2586
10004.6000,-3.0225
10004.6500,-4.0712
10004.7000,9.2469
10004.7500,-7.8843
10004.8000,-1.3613
10004.8500,-1.2826
10004.9000,1.1408
10004.9500,-6.2468
10005.0000,3.5710
10005.0500,2.7680
10005.1000,7.7134
10005.1500,3.5451
10005.2000,4.9199
10005.2500,0.0885
10005.3000,9.7973
10005.3500,1.3623
10005.4000,3.5941
10005.4500,1.9831
10005.5000,1.0134
10005.5500,-0.7668
10005.6000,-3.7317
10005.6500,0.8457
10005.7000,3.9725
10005.7500,6.6503
10005.8000,-0.6878
10005.8500,-2.2151
10005.9000,-6.3105
10005.9500,5.0959
10006.0000,1.3213
10006.0500,7.9122
10006.1000,-1.1928
10006.1500,-0.8741
10006.2000,-3.0943
10006.2500,-5.7811
10006.3000,-7.7514
10006.3500,-2.9671
10006.4000,-7.5256
10006.4500,4.4737
10006.5000,1.1227
10006.5500,-0.8389
10006.6000,-10.9356
10006.6500,5.1854
10006.7000,2.8471
10006.7500,5.1599
10006.8000,-7.3070
10006.8500,-4.1712
10006.9000,3.3287
10006.9500,0.1728
10007.0000,-1.1356
10007.0500,-0.5381
10007.1000,7.9486
10007.1500,-0.9380
10007.2000,4.5120
10007.2500,2.1006
10007.3000,5.2563
10007.3500,-0.5507
10007.4000,1.7866
10007.4500,-0.9852
10007.5000,-3.6370
10007.5500,3.6700
10007.6000,-7.5217
10007.6500,-3.1441
10007.7000,-7.1472
10007.7500,1.6477
10007.8000,2.4453
10007.8500,-3.3508
10007.9000,-8.1578
10007.9500,-5.4407
10008.0000,-5.9775
10008.0500,7.6734
10008.1000,2.9555
10008.1500,-6.5434
10008.2000,-7.5962
10008.2500,-1.3695
10008.3000,0.4009
10008.3500,1.5835
10008.4000,-6.2530
10008.4500,4.1676
10008.5000,4.3957
10008.5500,7.2403
10008.6000,-5.5769
10008.6500,1.6083
10008.7000,-1.4754
