Line list produced by pgo v8.0.305 32 bit (Delphi 18.5/18)	8000305
Molecule	Upper Manifold	J'	Sym'	#'	Lower Manifold	J"	Sym"	#"	Position	Intensity	Eupper	Elower	Spol	A	Width	Branch	Label
Molb	Ground	16	A	11	Ground	16	A	9	26714.8812934937	1.00185171004847E-5	595774.280293667	569059.399000174	2.89594071996331	5.84247467458424E-8	0	rQ4,12(16)	Molb v=0 16  5 11 - v=0 16  4 12
Molb	Ground	16	A	15	Ground	16	A	9	100423.585146453	2.70416797517122E-8	669482.984146627	569059.399000174	0.00272379640389689	2.91896731517154E-9	0	tQ4,12(16)	Molb v=0 16  7  9 - v=0 16  4 12
Molb	Ground	16	A	12	Ground	16	A	10	33712.0630421023	9.21918766555134E-6	629430.963056813	595718.90001471	2.68485716792356	1.08849039834127E-7	0	rQ5,12(16)	Molb v=0 16  6 11 - v=0 16  5 12
Molb	Ground	16	A	16	Ground	16	A	10	120097.142413306	1.05183616276216E-8	715816.042428016	595718.90001471	0.0011727752366522	2.14961277142997E-9	0	tQ5,12(16)	Molb v=0 16  8  9 - v=0 16  5 12
Molb	Ground	16	A	13	Ground	16	A	11	33658.9074118136	9.20565697843446E-6	629433.187705481	595774.280293667	2.68579481126197	1.08372801027325E-7	0	rQ5,11(16)	Molb v=0 16  6 10 - v=0 16  5 11
Molb	Ground	16	A	17	Ground	16	A	11	120041.763173891	1.05149378384968E-8	715816.043467559	595774.280293667	0.0011732351448846	2.14748226485272E-9	0	tQ5,11(16)	Molb v=0 16  8  8 - v=0 16  5 11
Molb	Ground	16	A	14	Ground	16	A	12	40051.9630174437	7.61683680437963E-6	669482.926074256	629430.963056813	2.50463879005526	1.70280119570355E-7	0	rQ6,11(16)	Molb v=0 16  7 10 - v=0 16  6 11
Molb	Ground	16	A	18	Ground	16	A	12	138963.601250325	4.03687952076083E-9	768394.564307137	629430.963056813	0.000542329443960843	1.53997542138648E-9	0	tQ6,11(16)	Molb v=0 16  9  8 - v=0 16  6 11
Molb	Ground	16	A	15	Ground	16	A	13	40049.7964411456	7.61642455993766E-6	669482.984146627	629433.187705481	2.50466274114416	1.70254115669836E-7	0	rQ6,10(16)	Molb v=0 16  7  9 - v=0 16  6 10
Molb	Ground	16	A	19	Ground	16	A	13	138961.37661481	4.03681440002004E-9	768394.564320291	629433.187705481	0.000542335078691195	1.53991746263078E-9	0	tQ6,10(16)	Molb v=0 16  9  7 - v=0 16  6 10
Molb	Ground	16	A	16	Ground	16	A	14	46333.11635376	5.79552080789709E-6	715816.042428016	669482.926074256	2.32386487279957	2.44586696394154E-7	0	rQ7,10(16)	Molb v=0 16  8  9 - v=0 16  7 10
Molb	Ground	16	A	20	Ground	16	A	14	157716.965085484	1.49419532195695E-9	827199.891159741	669482.926074256	0.000258856084867175	1.07458565147499E-9	0	tQ7,10(16)	Molb v=0 16 10  7 - v=0 16  7 10
Molb	Ground	16	A	17	Ground	16	A	15	46333.0593209321	5.79551328596451E-6	715816.043467559	669482.984146627	2.32386529925188	2.44585838071805E-7	0	rQ7,9(16)	Molb v=0 16  8  8 - v=0 16  7  9
Molb	Ground	16	A	21	Ground	16	A	15	157716.907013233	1.49419464558261E-9	827199.89115986	669482.984146627	0.000258856135441253	1.07458467441769E-9	0	tQ7,9(16)	Molb v=0 16 10  6 - v=0 16  7  9
Molb	Ground	16	A	18	Ground	16	A	16	52578.521879121	4.07313863756095E-6	768394.564307137	715816.042428016	2.13411310695569	3.28238845255226E-7	0	rQ8,9(16)	Molb v=0 16  9  8 - v=0 16  8  9
Molb	Ground	16	A	22	Ground	16	A	16	176405.652631959	5.21416881103344E-10	892221.695059976	715816.042428016	0.000124048760440074	7.20571938872605E-10	0	tQ8,9(16)	Molb v=0 16 11  6 - v=0 16  8  9
Molb	Ground	16	A	19	Ground	16	A	17	52578.5208527326	4.07313855001965E-6	768394.564320291	715816.043467559	2.13411311234585	3.28238826861556E-7	0	rQ8,8(16)	Molb v=0 16  9  7 - v=0 16  8  8
Molb	Ground	16	A	23	Ground	16	A	17	176405.651592418	5.21416876752705E-10	892221.695059976	715816.043467559	0.000124048760769211	7.20571928045705E-10	0	tQ8,8(16)	Molb v=0 16 11  5 - v=0 16  8  8
Molb	Ground	16	A	20	Ground	16	A	18	58805.3268526033	2.64477404022325E-6	827199.891159741	768394.564307137	1.93077316514873	4.15459489837228E-7	0	rQ9,8(16)	Molb v=0 16 10  7 - v=0 16  9  8
Molb	Ground	16	A	24	Ground	16	A	18	195059.289830819	1.67460287171371E-10	963453.854137957	768394.564307137	5.80725723195353E-5	4.56056242055094E-10	0	tQ9,8(16)	Molb v=0 16 12  5 - v=0 16  9  8
Molb	Ground	16	A	21	Ground	16	A	19	58805.3268395686	2.64477403955293E-6	827199.89115986	768394.564320291	1.9307731651977	4.15459489571494E-7	0	rQ9,7(16)	Molb v=0 16 10  6 - v=0 16  9  7
Molb	Ground	16	A	25	Ground	16	A	19	195059.289817666	1.6746028715349E-10	963453.854137957	768394.564320291	5.80725723210698E-5	4.56056241974883E-10	0	tQ9,7(16)	Molb v=0 16 12  4 - v=0 16  9  7
Molb	Ground	16	A	22	Ground	16	A	20	65021.8039002349	1.58282589257487E-6	892221.695059976	827199.891159741	1.71128269592659	4.97790065962585E-7	0	rQ10,7(16)	Molb v=0 16 11  6 - v=0 16 10  7
Molb	Ground	16	A	23	Ground	16	A	21	65021.8039001164	1.58282589257145E-6	892221.695059976	827199.89115986	1.71128269592692	4.97790065959957E-7	0	rQ10,6(16)	Molb v=0 16 11  5 - v=0 16 10  6
Molb	Ground	16	A	24	Ground	16	A	22	71232.1590779813	8.68120346025394E-7	963453.854137957	892221.695059976	1.47413300070378	5.63783573353435E-7	0	rQ11,6(16)	Molb v=0 16 12  5 - v=0 16 11  6
Molb	Ground	16	A	25	Ground	16	A	23	71232.1590779808	8.68120346025385E-7	963453.854137957	892221.695059976	1.47413300070378	5.63783573353424E-7	0	rQ11,5(16)	Molb v=0 16 12  4 - v=0 16 11  5
Molb	Ground	16	A	26	Ground	16	A	24	77438.6915962617	4.31465920191552E-7	1040892.54573422	963453.854137957	1.21838992772975	5.98697913139802E-7	0	rQ12,5(16)	Molb v=0 16 13  4 - v=0 16 12  5
Molb	Ground	16	A	27	Ground	16	A	25	77438.6915962615	4.3146592019155E-7	1040892.54573422	963453.854137957	1.21838992772975	5.98697913139796E-7	0	rQ12,4(16)	Molb v=0 16 13  3 - v=0 16 12  4
Molb	Ground	16	A	28	Ground	16	A	26	83642.7344226835	1.8998333994702E-7	1124535.2801569	1040892.54573422	0.943450285047251	5.84185954807811E-7	0	rQ13,4(16)	Molb v=0 16 14  3 - v=0 16 13  4
Molb	Ground	16	A	29	Ground	16	A	27	83642.7344226839	1.89983339947021E-7	1124535.2801569	1040892.54573422	0.943450285047252	5.84185954807821E-7	0	rQ13,3(16)	Molb v=0 16 14  2 - v=0 16 13  3
Molb	Ground	16	A	31	Ground	16	A	28	89845.0980923756	7.03317934138158E-8	1214380.37824928	1124535.2801569	0.648910595635913	4.97984071614735E-7	0	rQ14,3(16)	Molb v=0 16 15  2 - v=0 16 14  3
Molb	Ground	16	A	30	Ground	16	A	29	89845.0980923749	7.03317934138152E-8	1214380.37824928	1124535.2801569	0.648910595635913	4.97984071614724E-7	0	rQ14,2(16)	Molb v=0 16 15  1 - v=0 16 14  2
Molb	Ground	16	A	33	Ground	16	A	30	96046.2953753066	1.84836053954151E-8	1310426.67362458	1214380.37824928	0.334492743141044	3.13599946231777E-7	0	rQ15,1(16)	Molb v=0 16 16  0 - v=0 16 15  1
Molb	Ground	16	A	32	Ground	16	A	31	96046.2953753057	1.8483605395415E-8	1310426.67362458	1214380.37824928	0.334492743141044	3.13599946231768E-7	0	rQ15,2(16)	Molb v=0 16 16  1 - v=0 16 15  2
Molb	Ground	17	A	2	Ground	16	A	1	62043.8814583319	5.96016639810499E-5	563915.601064446	501871.719606114	4.95043354226928	1.17959638535864E-6	0	rR0,16(16)	Molb v=0 17  1 17 - v=0 16  0 16
Molb	Ground	17	A	6	Ground	16	A	1	108497.69636149	1.09284427051284E-6	610369.415967605	501871.719606114	0.0612083584783186	7.79947920587123E-8	0	tR0,16(16)	Molb v=0 17  3 15 - v=0 16  0 16
Molb	Ground	17	A	10	Ground	16	A	1	158791.979295581	8.57901364498923E-9	660663.698901695	501871.719606114	0.000387589888300312	1.54828692002011E-9	0	vR0,16(16)	Molb v=0 17  5 13 - v=0 16  0 16
Molb	Ground	17	A	1	Ground	16	A	2	61964.0850096577	5.95059157338203E-5	563883.847839126	501919.762829469	4.9492981295813	1.17478139111133E-6	0	pR1,16(16)	Molb v=0 17  0 17 - v=0 16  1 16
Molb	Ground	17	A	5	Ground	16	A	2	102731.499400973	1.29475094322659E-6	604651.262230442	501919.762829469	0.0751105198890412	8.12465575380616E-8	0	rR1,16(16)	Molb v=0 17  2 15 - v=0 16  1 16
Molb	Ground	17	A	9	Ground	16	A	2	132552.106956671	8.67333741716594E-8	634471.869786139	501919.762829469	0.00431329692373362	1.002218884956E-8	0	tR1,16(16)	Molb v=0 17  4 13 - v=0 16  1 16
Molb	Ground	17	A	13	Ground	16	A	2	192370.966509981	4.34819563256429E-10	694290.72933945	501919.762829469	1.79971571544727E-5	1.27825002574173E-10	0	vR1,16(16)	Molb v=0 17  6 11 - v=0 16  1 16
Molb	Ground	17	A	4	Ground	16	A	3	64572.5672945686	3.60357340924955E-5	588384.148021482	523811.580726914	3.45944935092906	9.29275436129564E-7	0	rR1,15(16)	Molb v=0 17  2 16 - v=0 16  1 15
Molb	Ground	17	A	8	Ground	16	A	3	109415.865841183	1.5950789444453E-6	633227.446568096	523811.580726914	0.105914574866128	1.38417165572796E-7	0	tR1,15(16)	Molb v=0 17  4 14 - v=0 16  1 15
Molb	Ground	17	A	12	Ground	16	A	3	170474.536757401	6.71374520423568E-9	694286.117484315	523811.580726914	0.000349337807259401	1.72670229828367E-9	0	vR1,15(16)	Molb v=0 17  6 12 - v=0 16  1 15
Molb	Ground	17	A	3	Ground	16	A	4	62722.6001730282	3.45803066482431E-5	587604.033233661	524881.433060633	3.42374302118026	8.42881732398214E-7	0	pR2,15(16)	Molb v=0 17  1 16 - v=0 16  2 15
Molb	Ground	17	A	7	Ground	16	A	4	92299.558825428	5.4692908744273E-6	617180.991886061	524881.433060633	0.409191508976059	3.21010182829868E-7	0	rR2,15(16)	Molb v=0 17  3 14 - v=0 16  2 15
Molb	Ground	17	A	11	Ground	16	A	4	135882.119039633	1.66986662431733E-7	660763.552100266	524881.433060633	0.00984151640296017	2.46344161489637E-8	0	tR2,15(16)	Molb v=0 17  5 12 - v=0 16  2 15
Molb	Ground	17	A	15	Ground	16	A	4	209394.962395271	2.87390911902183E-10	734276.395455904	524881.433060633	1.38126680265458E-5	1.26523029455615E-10	0	vR2,15(16)	Molb v=0 17  7 10 - v=0 16  2 15
Molb	Ground	17	A	2	Ground	16	A	5	24911.6499230787	1.45126043809415E-7	563915.601064446	539003.951141368	0.0351278152771554	5.41816139119361E-10	0	pR2,14(16)	Molb v=0 17  1 17 - v=0 16  2 14
Molb	Ground	17	A	6	Ground	16	A	5	71365.4648262369	2.04832470861845E-5	610369.415967605	539003.951141368	2.05940854940732	7.46792810130185E-7	0	rR2,14(16)	Molb v=0 17  3 15 - v=0 16  2 14
Molb	Ground	17	A	10	Ground	16	A	5	121659.747760328	5.00172323776726E-7	660663.698901695	539003.951141368	0.0351591731014404	6.31644483808422E-8	0	tR2,14(16)	Molb v=0 17  5 13 - v=0 16  2 14
Molb	Ground	17	A	14	Ground	16	A	5	195272.305643439	8.7897906901804E-10	734276.256784806	539003.951141368	4.86387251906444E-5	3.61324546537498E-10	0	vR2,14(16)	Molb v=0 17  7 11 - v=0 16  2 14
Molb	Ground	17	A	1	Ground	16	A	6	18094.6201081714	7.62902711840949E-8	563883.847839126	545789.227730955	0.0261395098964881	1.54503801539817E-10	0	nR3,14(16)	Molb v=0 17  0 17 - v=0 16  3 14
Molb	Ground	17	A	5	Ground	16	A	6	58862.0344994869	1.42337519432086E-5	604651.262230442	545789.227730955	1.7500321786608	3.56078015859828E-7	0	pR3,14(16)	Molb v=0 17  2 15 - v=0 16  3 14
Molb	Ground	17	A	9	Ground	16	A	6	88682.6420551843	1.39869781178916E-5	634471.869786139	545789.227730955	1.27109861051711	8.84480849047259E-7	0	rR3,14(16)	Molb v=0 17  4 13 - v=0 16  3 14
Molb	Ground	17	A	13	Ground	16	A	6	148501.501608495	9.69677511984152E-8	694290.72933945	545789.227730955	0.00644049922827078	2.10428901564269E-8	0	tR3,14(16)	Molb v=0 17  6 11 - v=0 16  3 14
Molb	Ground	17	A	4	Ground	16	A	7	37342.1765524542	1.2674894868243E-6	588384.148021482	551041.971469028	0.236355904361041	1.22788773074756E-8	0	pR3,13(16)	Molb v=0 17  2 16 - v=0 16  3 13
Molb	Ground	17	A	8	Ground	16	A	7	82185.4750990684	1.6340093307687E-5	633227.446568096	551041.971469028	1.63301767266585	9.04418453876707E-7	0	rR3,13(16)	Molb v=0 17  4 14 - v=0 16  3 13
Molb	Ground	17	A	12	Ground	16	A	7	143244.146015287	1.11940207454848E-7	694286.117484315	551041.971469028	0.00790286409378197	2.31743990738103E-8	0	tR3,13(16)	Molb v=0 17  6 12 - v=0 16  3 13
Molb	Ground	17	A	3	Ground	16	A	8	19348.170858307	1.29671456451323E-7	587604.033233661	568255.862375354	0.0499746754516366	3.61129564528091E-10	0	nR4,13(16)	Molb v=0 17  1 16 - v=0 16  4 13
Molb	Ground	17	A	7	Ground	16	A	8	48925.1295107069	5.42308001357839E-6	617180.991886061	568255.862375354	0.925331713534297	1.0811519075842E-7	0	pR4,13(16)	Molb v=0 17  3 14 - v=0 16  4 13
Molb	Ground	17	A	11	Ground	16	A	8	92507.6897249118	1.76571303436109E-5	660763.552100266	568255.862375354	1.86607598495966	1.47385971788382E-6	0	rR4,13(16)	Molb v=0 17  5 12 - v=0 16  4 13
Molb	Ground	17	A	15	Ground	16	A	8	166020.53308055	4.14848493647014E-8	734276.395455904	568255.862375354	0.00311894458582392	1.42392262604551E-8	0	tR4,13(16)	Molb v=0 17  7 10 - v=0 16  4 13
Molb	Ground	17	A	6	Ground	16	A	9	41310.0169674308	3.30033927025785E-6	610369.415967605	569059.399000174	0.652296520461137	4.58780026507434E-8	0	pR4,12(16)	Molb v=0 17  3 15 - v=0 16  4 12
Molb	Ground	17	A	10	Ground	16	A	9	91604.2999015214	1.76466123782013E-5	660663.698901695	569059.399000174	1.88949435226431	1.44906043298346E-6	0	rR4,12(16)	Molb v=0 17  5 13 - v=0 16  4 12
Molb	Ground	17	A	14	Ground	16	A	9	165216.857784633	4.15683415678925E-8	734276.256784806	569059.399000174	0.00315270444415984	1.41853368670076E-8	0	tR4,12(16)	Molb v=0 17  7 11 - v=0 16  4 12
Molb	Ground	17	A	5	Ground	16	A	10	8932.36221573129	1.69770519536687E-8	604651.262230442	595718.90001471	0.0169469861301466	1.20499368704882E-11	0	nR5,12(16)	Molb v=0 17  2 15 - v=0 16  5 12
Molb	Ground	17	A	9	Ground	16	A	10	38752.9697714287	2.86877273920003E-6	634471.869786139	595718.90001471	0.740863616281829	4.30176375547752E-8	0	pR5,12(16)	Molb v=0 17  4 13 - v=0 16  5 12
Molb	Ground	17	A	13	Ground	16	A	10	98571.8293247393	1.74956459176157E-5	694290.72933945	595718.90001471	2.20785078000132	2.1097038099187E-6	0	rR5,12(16)	Molb v=0 17  6 11 - v=0 16  5 12
Molb	Ground	17	A	17	Ground	16	A	10	184850.694013286	1.76569312402538E-8	780569.594027997	595718.90001471	0.001574246747109	9.92040451073432E-9	0	tR5,12(16)	Molb v=0 17  8  9 - v=0 16  5 12
Molb	Ground	17	A	8	Ground	16	A	11	37453.1662744288	2.72913311131028E-6	633227.446568096	595774.280293667	0.725993177667521	3.80532255889972E-8	0	pR5,11(16)	Molb v=0 17  4 14 - v=0 16  5 11
Molb	Ground	17	A	12	Ground	16	A	11	98511.8371906474	1.74885656775858E-5	694286.117484315	595774.280293667	2.20881862749962	2.10677730753626E-6	0	rR5,11(16)	Molb v=0 17  6 12 - v=0 16  5 11
Molb	Ground	17	A	16	Ground	16	A	11	184795.310856054	1.76537252905385E-8	780569.591149722	595774.280293667	0.00157486433469667	9.91537876262434E-9	0	tR5,11(16)	Molb v=0 17  8 10 - v=0 16  5 11
Molb	Ground	17	A	11	Ground	16	A	12	31332.5890434531	1.58565098460413E-6	660763.552100266	629430.963056813	0.64473387375256	1.97862119138808E-8	0	pR6,11(16)	Molb v=0 17  5 12 - v=0 16  6 11
Molb	Ground	17	A	15	Ground	16	A	12	104845.432399092	1.57364271983087E-5	734276.395455904	629430.963056813	2.498582214418	2.87299923159922E-6	0	rR6,11(16)	Molb v=0 17  7 10 - v=0 16  6 11
Molb	Ground	17	A	19	Ground	16	A	12	203690.234240938	7.60486877517893E-9	833121.197297751	629430.963056813	0.000852668952352252	7.18926335161786E-9	0	tR6,11(16)	Molb v=0 17  9  8 - v=0 16  6 11
Molb	Ground	17	A	10	Ground	16	A	13	31230.5111962141	1.57983787724884E-6	660663.698901695	629433.187705481	0.644229210873524	1.95781211754693E-8	0	pR6,10(16)	Molb v=0 17  5 13 - v=0 16  6 10
Molb	Ground	17	A	14	Ground	16	A	13	104843.069079325	1.57360987247861E-5	734276.256784806	629433.187705481	2.49861048858402	2.87283746414592E-6	0	rR6,10(16)	Molb v=0 17  7 11 - v=0 16  6 10
Molb	Ground	17	A	18	Ground	16	A	13	203688.009549613	7.6047794720807E-9	833121.197255094	629433.187705481	0.000852677812927235	7.18910249754303E-9	0	tR6,10(16)	Molb v=0 17  9  9 - v=0 16  6 10
Molb	Ground	17	A	13	Ground	16	A	14	24807.8032651934	7.910254876501E-7	694290.72933945	669482.926074256	0.545751547375375	8.31291277016025E-9	0	pR7,10(16)	Molb v=0 17  6 11 - v=0 16  7 10
Molb	Ground	17	A	17	Ground	16	A	14	111086.66795374	1.31667070105227E-5	780569.594027997	669482.926074256	2.77705386905023	3.79807420330353E-6	0	rR7,10(16)	Molb v=0 17  8  9 - v=0 16  7 10
Molb	Ground	17	A	21	Ground	16	A	14	222424.510780912	3.23531900701667E-9	891907.436855169	669482.926074256	0.000483328943445295	5.30620537580658E-9	0	tR7,10(16)	Molb v=0 17 10  7 - v=0 16  7 10
Molb	Ground	17	A	12	Ground	16	A	15	24803.1333376882	7.90872349572193E-7	694286.117484315	669482.984146627	0.545739024629057	8.30802843920168E-9	0	pR7,9(16)	Molb v=0 17  6 12 - v=0 16  7  9
Molb	Ground	17	A	16	Ground	16	A	15	111086.607003095	1.31666991623493E-5	780569.591149722	669482.984146627	2.77705444942503	3.7980687453206E-6	0	rR7,9(16)	Molb v=0 17  8 10 - v=0 16  7  9
Molb	Ground	17	A	20	Ground	16	A	15	222424.452708082	3.23531783117236E-9	891907.436854708	669482.984146627	0.000483329037882808	5.30620225639235E-9	0	tR7,9(16)	Molb v=0 17 10  8 - v=0 16  7  9
Molb	Ground	17	A	15	Ground	16	A	16	18460.3530278879	3.4361059837908E-7	734276.395455904	715816.042428016	0.450261287457902	2.82603759575904E-9	0	pR8,9(16)	Molb v=0 17  7 10 - v=0 16  8  9
Molb	Ground	17	A	19	Ground	16	A	16	117305.154869734	1.03335196018256E-5	833121.197297751	715816.042428016	3.05373714479535	4.91786115933985E-6	0	rR8,9(16)	Molb v=0 17  9  8 - v=0 16  8  9
Molb	Ground	17	A	23	Ground	16	A	16	241099.156347913	1.33195555349358E-9	956915.198775929	715816.042428016	0.000280350024537585	3.9199541812342E-9	0	tR8,9(16)	Molb v=0 17 11  6 - v=0 16  8  9
Molb	Ground	17	A	14	Ground	16	A	17	18460.2133172477	3.4360801502953E-7	734276.256784806	715816.043467559	0.450261068272947	2.82597205698255E-9	0	pR8,8(16)	Molb v=0 17  7 11 - v=0 16  8  8
Molb	Ground	17	A	18	Ground	16	A	17	117305.153787535	1.03335194873548E-5	833121.197255094	715816.043467559	3.05373715335165	4.91786103701003E-6	0	rR8,8(16)	Molb v=0 17  9  9 - v=0 16  8  8
Molb	Ground	17	A	22	Ground	16	A	17	241099.155308367	1.33195554406861E-9	956915.198775926	715816.043467559	0.000280350025281447	3.9199541409302E-9	0	tR8,8(16)	Molb v=0 17 11  7 - v=0 16  8  8
Molb	Ground	17	A	17	Ground	16	A	18	12175.0297208594	1.22606628654866E-7	780569.594027997	768394.564307137	0.361939137459057	6.51686849631984E-10	0	pR9,8(16)	Molb v=0 17  8  9 - v=0 16  9  8
Molb	Ground	17	A	21	Ground	16	A	18	123512.872548031	7.63765128092107E-6	891907.436855169	768394.564307137	3.33329253346632	6.26618794083494E-6	0	rR9,8(16)	Molb v=0 17 10  7 - v=0 16  9  8
Molb	Ground	17	A	25	Ground	16	A	18	259742.155918272	5.21050426324408E-10	1028136.72022541	768394.564307137	0.000163163632012323	2.85262055455342E-9	0	tR9,8(16)	Molb v=0 17 12  5 - v=0 16  9  8
Molb	Ground	17	A	16	Ground	16	A	19	12175.0268294305	1.22606599991228E-7	780569.591149722	768394.564320291	0.361939134719916	6.51686380395868E-10	0	pR9,7(16)	Molb v=0 17  8 10 - v=0 16  9  7
Molb	Ground	17	A	20	Ground	16	A	19	123512.872534417	7.63765127983501E-6	891907.436854708	768394.564320291	3.33329253355838	6.26618793893591E-6	0	rR9,7(16)	Molb v=0 17 10  8 - v=0 16  9  7
Molb	Ground	17	A	24	Ground	16	A	19	259742.155905117	5.21050426275458E-10	1028136.72022541	768394.564320291	0.00016316363201662	2.85262055419513E-9	0	tR9,7(16)	Molb v=0 17 12  6 - v=0 16  9  7
Molb	Ground	17	A	19	Ground	16	A	20	5921.30613800976	2.97871053392583E-8	833121.197297751	827199.891159741	0.282325255005142	5.84784152415893E-11	0	pR10,7(16)	Molb v=0 17  9  8 - v=0 16 10  7
Molb	Ground	17	A	23	Ground	16	A	20	129715.307616188	5.32839032546727E-6	956915.198775929	827199.891159741	3.61821229461321	7.87881775550086E-6	0	rR10,7(16)	Molb v=0 17 11  6 - v=0 16 10  7
Molb	Ground	17	A	27	Ground	16	A	20	278367.266030439	1.89935109771085E-10	1105567.15719018	827199.891159741	9.33482330724789E-5	2.00887962646347E-9	0	tR10,7(16)	Molb v=0 17 13  4 - v=0 16 10  7
Molb	Ground	17	A	18	Ground	16	A	21	5921.30609523389	2.97871051264964E-8	833121.197255094	827199.89115986	0.282325254980453	5.84784139691205E-11	0	pR10,6(16)	Molb v=0 17  9  9 - v=0 16 10  6
Molb	Ground	17	A	22	Ground	16	A	21	129715.307616066	5.32839032546039E-6	956915.198775926	827199.89115986	3.61821229461394	7.87881775548009E-6	0	rR10,6(16)	Molb v=0 17 11  7 - v=0 16 10  6
Molb	Ground	17	A	26	Ground	16	A	21	278367.26603032	1.89935109770906E-10	1105567.15719018	827199.89115986	9.33482330724906E-5	2.00887962646113E-9	0	tR10,6(16)	Molb v=0 17 13  5 - v=0 16 10  6
Molb	Ground	17	A	25	Ground	16	A	22	135915.025165433	3.51382783051469E-6	1028136.72022541	892221.695059976	3.90995859242462	9.79417563871971E-6	0	rR11,6(16)	Molb v=0 17 12  5 - v=0 16 11  6
Molb	Ground	17	A	24	Ground	16	A	23	135915.025165432	3.51382783051466E-6	1028136.72022541	892221.695059976	3.90995859242463	9.79417563871947E-6	0	rR11,5(16)	Molb v=0 17 12  6 - v=0 16 11  5
Molb	Ground	17	A	27	Ground	16	A	24	142113.303052223	2.19251747164276E-6	1105567.15719018	963453.854137957	4.20944611699208	1.20537582142875E-5	0	rR12,5(16)	Molb v=0 17 13  4 - v=0 16 12  5
Molb	Ground	17	A	26	Ground	16	A	25	142113.303052222	2.19251747164275E-6	1105567.15719018	963453.854137957	4.20944611699208	1.20537582142873E-5	0	rR12,4(16)	Molb v=0 17 13  5 - v=0 16 12  4
Molb	Ground	17	A	29	Ground	16	A	26	148310.810331579	1.29538714339527E-6	1189203.3560658	1040892.54573422	4.51727580536749	1.47024039569442E-5	0	rR13,4(16)	Molb v=0 17 14  3 - v=0 16 13  4
Molb	Ground	17	A	28	Ground	16	A	27	148310.810331578	1.29538714339527E-6	1189203.3560658	1040892.54573422	4.51727580536749	1.47024039569441E-5	0	rR13,3(16)	Molb v=0 17 14  4 - v=0 16 13  3
Molb	Ground	17	A	31	Ground	16	A	28	154507.910318083	7.25092656405913E-7	1279043.19047498	1124535.2801569	4.83385821101973	1.77885022911796E-5	0	rR14,3(16)	Molb v=0 17 15  2 - v=0 16 14  3
Molb	Ground	17	A	30	Ground	16	A	29	154507.910318082	7.25092656405909E-7	1279043.19047498	1124535.2801569	4.83385821101973	1.77885022911794E-5	0	rR14,2(16)	Molb v=0 17 15  3 - v=0 16 14  2
Molb	Ground	17	A	32	Ground	16	A	30	160704.805381193	3.84697731177284E-7	1375085.18363047	1214380.37824928	5.15948298478993	2.13641734062534E-5	0	rR15,1(16)	Molb v=0 17 16  2 - v=0 16 15  1
Molb	Ground	17	A	33	Ground	16	A	31	160704.805381193	3.84697731177283E-7	1375085.18363047	1214380.37824928	5.15948298478993	2.13641734062534E-5	0	rR15,2(16)	Molb v=0 17 16  1 - v=0 16 15  2
Molb	Ground	17	A	34	Ground	16	A	32	166901.609960679	1.93525544300357E-7	1477328.28358526	1310426.67362458	5.49436007303948	2.54854329391213E-5	0	rR16,1(16)	Molb v=0 17 17  0 - v=0 16 16  1
Molb	Ground	17	A	35	Ground	16	A	33	166901.609960679	1.93525544300356E-7	1477328.28358526	1310426.67362458	5.49436007303948	2.54854329391211E-5	0	rR16,0(16)	Molb v=0 17 17  1 - v=0 16 16  0
Molb	Ground	16	A	10	Ground	17	A	1	31835.0521755842	5.9782701691679E-10	595718.90001471	563883.847839126	0.000141898256509147	4.84441323522468E-12	0	vP0,17(17)	Molb v=0 16  5 12 - v=0 17  0 17
Molb	Ground	16	A	9	Ground	17	A	2	5143.7979357274	1.4381594656224E-9	569059.399000174	563915.601064446	0.00190424345447522	2.74234187689347E-13	0	tP1,17(17)	Molb v=0 16  4 12 - v=0 17  1 17
Molb	Ground	16	A	12	Ground	17	A	3	41826.9298231517	5.62222855230869E-10	629430.963056813	587604.033233661	0.000127544878484523	9.87593930392956E-12	0	vP1,16(17)	Molb v=0 16  6 11 - v=0 17  1 16
Molb	Ground	16	A	11	Ground	17	A	4	7390.13227218529	3.38222237029916E-9	595774.280293667	588384.148021482	0.003824876203703	1.63350866677396E-12	0	tP2,16(17)	Molb v=0 16  5 11 - v=0 17  2 16
Molb	Ground	16	A	13	Ground	17	A	6	19063.7717378765	3.90436455488528E-9	629433.187705481	610369.415967605	0.00213648631304171	1.56629668050368E-11	0	tP3,15(17)	Molb v=0 16  6 10 - v=0 17  3 15
Molb	Ground	16	A	12	Ground	17	A	7	12249.9711707518	3.27588584859871E-9	629430.963056813	617180.991886061	0.00286831222109047	5.57929144089619E-12	0	tP3,14(17)	Molb v=0 16  6 11 - v=0 17  3 14
Molb	Ground	16	A	15	Ground	17	A	8	36255.5375785304	2.20688889968858E-9	669482.984146627	633227.446568096	0.000814572011026837	4.10771170181671E-11	0	tP4,14(17)	Molb v=0 16  7  9 - v=0 17  4 14
Molb	Ground	16	A	14	Ground	17	A	9	35011.0562881172	2.15905163842237E-9	669482.926074256	634471.869786139	0.000829554767036413	3.76710850146562E-11	0	tP4,13(17)	Molb v=0 16  7 10 - v=0 17  4 13
Molb	Ground	16	A	17	Ground	17	A	10	55152.3445658636	9.62239788020531E-10	715816.043467559	660663.698901695	0.000312160346163293	5.54136932589184E-11	0	tP5,13(17)	Molb v=0 16  8  8 - v=0 17  5 13
