Line list produced by pgo v8.0.305 32 bit (Delphi 18.5/18)	8000305
Molecule	Upper Manifold	J'	Sym'	#'	Lower Manifold	J"	Sym"	#"	Position	Intensity	Eupper	Elower	Spol	A	Width	Branch	Label
Molb	Ground	9	A	14	Ground	9	A	12	40258.9754701036	4.30339448911915E-5	322981.375541146	282722.400071043	0.880002700904992	1.05530968624979E-7	0	rQ6,4(9)	Molb v=0  9  7  3 - v=0  9  6  4
Molb	Ground	9	A	19	Ground	9	A	12	139393.027368579	3.3085198624983E-10	422115.427439622	282722.400071043	2.7715477821315E-6	1.37960031490732E-11	0	tQ6,4(9)	Molb v=0  9  9  1 - v=0  9  6  4
Molb	Ground	9	A	15	Ground	9	A	13	40258.973868466	4.30339431888994E-5	322981.375549819	282722.401681353	0.880002707104181	1.05530956773261E-7	0	rQ6,3(9)	Molb v=0  9  7  2 - v=0  9  6  3
Molb	Ground	9	A	18	Ground	9	A	13	139393.025758269	3.3085198230745E-10	422115.427439622	282722.401681353	2.77154780222349E-6	1.37960027709588E-11	0	tQ6,3(9)	Molb v=0  9  9  0 - v=0  9  6  3
Molb	Ground	9	A	16	Ground	9	A	14	46465.6418325837	2.48020868376744E-5	369447.01737373	322981.375541146	0.62072931633405	1.14447376602026E-7	0	rQ7,3(9)	Molb v=0  9  8  2 - v=0  9  7  3
Molb	Ground	9	A	17	Ground	9	A	15	46465.6418239354	2.48020868328367E-5	369447.017373754	322981.375549819	0.620729316351423	1.14447376541326E-7	0	rQ7,2(9)	Molb v=0  9  8  1 - v=0  9  7  2
Molb	Ground	9	A	19	Ground	9	A	16	52668.4100658917	1.00000486326772E-5	422115.427439622	369447.01737373	0.327698288990363	8.79898469175447E-8	0	rQ8,2(9)	Molb v=0  9  9  1 - v=0  9  8  2
Molb	Ground	9	A	18	Ground	9	A	17	52668.4100658674	1.00000486326721E-5	422115.427439622	369447.017373754	0.327698288990383	8.7989846917428E-8	0	rQ8,1(9)	Molb v=0  9  9  0 - v=0  9  8  1
Molb	Ground	10	A	2	Ground	9	A	1	37373.8094252172	0.000295269178895458	205692.277273072	168318.467847855	2.57641989357952	2.23645834608686E-7	0	rR0,9(9)	Molb v=0 10  1 10 - v=0  9  0  9
Molb	Ground	10	A	6	Ground	9	A	1	69044.5626295997	7.38354182671935E-6	237363.030477455	168318.467847855	0.039230237262577	2.1470959521391E-8	0	tR0,9(9)	Molb v=0 10  3  8 - v=0  9  0  9
Molb	Ground	10	A	10	Ground	9	A	1	118443.368287778	1.04727907616432E-8	286761.836135633	168318.467847855	3.8567494149516E-5	1.06560374999373E-10	0	vR0,9(9)	Molb v=0 10  5  6 - v=0  9  0  9
Molb	Ground	10	A	1	Ground	9	A	2	36238.6671438507	0.000282297806180813	205217.478873205	168978.811729354	2.54284600021386	2.01223536282564E-7	0	pR1,9(9)	Molb v=0 10  0 10 - v=0  9  1  9
Molb	Ground	10	A	5	Ground	9	A	2	55506.156696596	3.8944028309453E-5	224484.96842595	168978.811729354	0.246211590700612	7.00122501700889E-8	0	rR1,9(9)	Molb v=0 10  2  8 - v=0  9  1  9
Molb	Ground	10	A	9	Ground	9	A	2	90028.2827427762	5.21763838379452E-7	259007.09447213	168978.811729354	0.00230400306700748	2.79551625145796E-9	0	tR1,9(9)	Molb v=0 10  4  6 - v=0  9  1  9
Molb	Ground	10	A	13	Ground	9	A	2	151805.855914159	2.13415748195377E-10	320784.667643514	168978.811729354	6.88035869430089E-7	4.00238372748552E-12	0	vR1,9(9)	Molb v=0 10  6  4 - v=0  9  1  9
Molb	Ground	10	A	4	Ground	9	A	3	43004.5820867507	0.000168920346866447	220724.05954501	177719.477458259	1.41074154926059	1.86566524838342E-7	0	rR1,8(9)	Molb v=0 10  2  9 - v=0  9  1  8
Molb	Ground	10	A	8	Ground	9	A	3	81266.0111985091	1.80821158811788E-6	258985.488656768	177719.477458259	0.00919595304661329	8.20664497626229E-9	0	tR1,8(9)	Molb v=0 10  4  7 - v=0  9  1  8
Molb	Ground	10	A	12	Ground	9	A	3	143065.183754979	7.66374531908331E-10	320784.661213239	177719.477458259	2.73324705562197E-6	1.33083075836161E-11	0	vR1,8(9)	Molb v=0 10  6  5 - v=0  9  1  8
Molb	Ground	10	A	3	Ground	9	A	4	33257.5814027491	0.000101397179590552	216221.142570991	182963.561168242	1.1004289549488	6.73094539422165E-8	0	pR2,8(9)	Molb v=0 10  1  9 - v=0  9  2  8
Molb	Ground	10	A	7	Ground	9	A	4	54870.1079925129	0.000132412767890377	237833.669160755	182963.561168242	0.944842513689543	2.59542773381703E-7	0	rR2,8(9)	Molb v=0 10  3  7 - v=0  9  2  8
Molb	Ground	10	A	11	Ground	9	A	4	103798.770937078	2.76682081746672E-7	286762.33210532	182963.561168242	0.00124341393320532	2.31224810840747E-9	0	tR2,8(9)	Molb v=0 10  5  5 - v=0  9  2  8
Molb	Ground	10	A	2	Ground	9	A	5	20056.5112330237	7.46212291696779E-6	205692.277273072	185635.766040049	0.130377219485337	1.74908114384508E-9	0	pR2,7(9)	Molb v=0 10  1 10 - v=0  9  2  7
Molb	Ground	10	A	6	Ground	9	A	5	51727.2644374062	0.00014898210035756	237363.030477455	185635.766040049	1.13865082760008	2.62054227904325E-7	0	rR2,7(9)	Molb v=0 10  3  8 - v=0  9  2  7
Molb	Ground	10	A	10	Ground	9	A	5	101126.070095584	3.1218773826594E-7	286761.836135633	185635.766040049	0.00145762979129142	2.50656341475729E-9	0	tR2,7(9)	Molb v=0 10  5  6 - v=0  9  2  7
Molb	Ground	10	A	1	Ground	9	A	6	5971.58337096506	2.56238634339026E-7	205217.478873205	199245.89550224	0.0158631330332282	5.6169367846707E-12	0	nR3,7(9)	Molb v=0 10  0 10 - v=0  9  3  7
Molb	Ground	10	A	5	Ground	9	A	6	25239.0729237103	3.1777322956408E-5	224484.96842595	199245.89550224	0.501935114592125	1.34186814906235E-8	0	pR3,7(9)	Molb v=0 10  2  8 - v=0  9  3  7
Molb	Ground	10	A	9	Ground	9	A	6	59761.1989698905	0.000179888966873199	259007.09447213	199245.89550224	1.3669757534303	4.85132966232225E-7	0	rR3,7(9)	Molb v=0 10  4  6 - v=0  9  3  7
Molb	Ground	10	A	13	Ground	9	A	6	121538.772141274	9.87978505477101E-8	320784.667643514	199245.89550224	0.000458846752591006	1.36979086561026E-9	0	tR3,7(9)	Molb v=0 10  6  4 - v=0  9  3  7
Molb	Ground	10	A	4	Ground	9	A	7	21218.9956307461	2.05867441985187E-5	220724.05954501	199505.063914264	0.3815930270353	6.06201448912767E-9	0	pR3,6(9)	Molb v=0 10  2  9 - v=0  9  3  6
Molb	Ground	10	A	8	Ground	9	A	7	59480.4247425045	0.000179874037554108	258985.488656768	199505.063914264	1.37474214459445	4.81044772897414E-7	0	rR3,6(9)	Molb v=0 10  4  7 - v=0  9  3  6
Molb	Ground	10	A	12	Ground	9	A	7	121279.597298975	9.89762211607823E-8	320784.661213239	199505.063914264	0.000461211378216112	1.36806055601979E-9	0	tR3,6(9)	Molb v=0 10  6  5 - v=0  9  3  6
Molb	Ground	10	A	7	Ground	9	A	8	16966.6477737702	1.30210463776952E-5	237833.669160755	220867.021386985	0.352206015801279	2.86040133110939E-9	0	pR4,6(9)	Molb v=0 10  3  7 - v=0  9  4  6
Molb	Ground	10	A	11	Ground	9	A	8	65895.310718335	0.000197516153725246	286762.33210532	220867.021386985	1.65499642352636	7.87413143807278E-7	0	rR4,6(9)	Molb v=0 10  5  5 - v=0  9  4  6
Molb	Ground	10	A	15	Ground	9	A	8	140164.107177687	3.49600547586323E-8	361031.128564671	220867.021386985	0.00017802705941192	8.15151877455389E-10	0	tR4,6(9)	Molb v=0 10  7  3 - v=0  9  4  6
Molb	Ground	10	A	6	Ground	9	A	9	16486.6834204663	1.25437117796735E-5	237363.030477455	220876.347056989	0.348543528215435	2.59716169463561E-9	0	pR4,5(9)	Molb v=0 10  3  8 - v=0  9  4  5
Molb	Ground	10	A	10	Ground	9	A	9	65885.4890786443	0.000197499385546142	286761.836135633	220876.347056989	1.65516674660451	7.87142106492799E-7	0	rR4,5(9)	Molb v=0 10  5  6 - v=0  9  4  5
Molb	Ground	10	A	14	Ground	9	A	9	140154.781458589	3.49595579572484E-8	361031.128515578	220876.347056989	0.000178044230887403	8.15067790842396E-10	0	tR4,5(9)	Molb v=0 10  7  4 - v=0  9  4  5
Molb	Ground	10	A	9	Ground	9	A	10	10328.6046844927	4.7204830834532E-6	259007.09447213	248678.489787637	0.255260435443924	4.67681878527705E-10	0	pR5,5(9)	Molb v=0 10  4  6 - v=0  9  5  5
Molb	Ground	10	A	13	Ground	9	A	10	72106.177855876	0.00019766734509528	320784.667643514	248678.489787637	1.93385310068291	1.20554375407671E-6	0	rR5,5(9)	Molb v=0 10  6  4 - v=0  9  5  5
Molb	Ground	10	A	17	Ground	9	A	10	158810.271244145	1.17441027923902E-8	407488.761031782	248678.489787637	7.00140832656534E-5	4.66297663250748E-10	0	tR5,5(9)	Molb v=0 10  8  2 - v=0  9  5  5
Molb	Ground	10	A	8	Ground	9	A	11	10306.8330187329	4.70982847512063E-6	258985.488656768	248678.655638036	0.255200691987481	4.64621858580259E-10	0	pR5,4(9)	Molb v=0 10  4  7 - v=0  9  5  4
Molb	Ground	10	A	12	Ground	9	A	11	72106.005575203	0.00019766695744876	320784.661213239	248678.655638036	1.93385528904613	1.2055364772045E-6	0	rR5,4(9)	Molb v=0 10  6  5 - v=0  9  5  4
Molb	Ground	10	A	16	Ground	9	A	11	158810.105393528	1.17440938226403E-8	407488.761031564	248678.655638036	7.00141589266842E-5	4.66296706248903E-10	0	tR5,4(9)	Molb v=0 10  8  3 - v=0  9  5  4
Molb	Ground	10	A	11	Ground	9	A	12	4039.93203427701	9.67667107636869E-7	286762.33210532	282722.400071043	0.171330402486063	1.87844585546782E-11	0	pR6,4(9)	Molb v=0 10  5  5 - v=0  9  6  4
Molb	Ground	10	A	15	Ground	9	A	12	78308.7284936286	0.000183580508135332	361031.128564671	282722.400071043	2.2204398274098	1.77301167513703E-6	0	rR6,4(9)	Molb v=0 10  7  3 - v=0  9  6  4
Molb	Ground	10	A	19	Ground	9	A	12	177429.32752722	3.35728425077369E-9	460151.727598262	282722.400071043	2.49327593188414E-5	2.31573379772831E-10	0	tR6,4(9)	Molb v=0 10  9  1 - v=0  9  6  4
Molb	Ground	10	A	10	Ground	9	A	13	4039.43445427984	9.67546623934232E-7	286761.836135633	282722.401681353	0.171329835282082	1.87774564567455E-11	0	pR6,3(9)	Molb v=0 10  5  6 - v=0  9  6  3
Molb	Ground	10	A	14	Ground	9	A	13	78308.7268342247	0.000183580504349975	361031.128515578	282722.401681353	2.2204398440701	1.77301157572701E-6	0	rR6,3(9)	Molb v=0 10  7  4 - v=0  9  6  3
Molb	Ground	10	A	18	Ground	9	A	13	177429.325916909	3.35728421806992E-9	460151.727598262	282722.401681353	2.49327594995892E-5	2.31573375146469E-10	0	tR6,3(9)	Molb v=0 10  9  2 - v=0  9  6  3
Molb	Ground	10	A	17	Ground	9	A	14	84507.3854906361	0.000159329127135638	407488.761031782	322981.375541146	2.51930813501704	2.52817629943146E-6	0	rR7,3(9)	Molb v=0 10  8  2 - v=0  9  7  3
Molb	Ground	10	A	21	Ground	9	A	14	196035.654012272	6.40187299445094E-10	519017.029553419	322981.375541146	6.28331281571404E-6	7.87110941020521E-11	0	tR7,3(9)	Molb v=0 10 10  0 - v=0  9  7  3
Molb	Ground	10	A	16	Ground	9	A	15	84507.3854817447	0.000159329127117538	407488.761031564	322981.375549819	2.5193081350911	2.52817629870777E-6	0	rR7,2(9)	Molb v=0 10  8  3 - v=0  9  7  2
Molb	Ground	10	A	20	Ground	9	A	15	196035.6540036	6.4018729940738E-10	519017.029553419	322981.375549819	6.28331281589455E-6	7.87110940938667E-11	0	tR7,2(9)	Molb v=0 10 10  1 - v=0  9  7  2
Molb	Ground	10	A	19	Ground	9	A	16	90704.7102245323	0.000129712352479185	460151.727598262	369447.01737373	2.83244964574507	3.514744729442E-6	0	rR8,2(9)	Molb v=0 10  9  1 - v=0  9  8  2
Molb	Ground	10	A	18	Ground	9	A	17	90704.7102245074	0.000129712352479144	460151.727598262	369447.017373754	2.83244964574525	3.51474472943932E-6	0	rR8,1(9)	Molb v=0 10  9  2 - v=0  9  8  1
Molb	Ground	10	A	20	Ground	9	A	18	96901.6021137969	9.92978590897189E-5	519017.029553419	422115.427439622	3.16089077189905	4.78238384707497E-6	0	rR9,0(9)	Molb v=0 10 10  1 - v=0  9  9  0
Molb	Ground	10	A	21	Ground	9	A	19	96901.602113797	9.9297859089719E-5	519017.029553419	422115.427439622	3.16089077189905	4.78238384707499E-6	0	rR9,1(9)	Molb v=0 10 10  0 - v=0  9  9  1
Molb	Ground	9	A	10	Ground	10	A	1	43461.0109144327	9.43544405503644E-10	248678.489787637	205217.478873205	9.73223751313742E-6	1.46831736358811E-12	0	vP0,10(10)	Molb v=0  9  5  5 - v=0 10  0 10
Molb	Ground	9	A	9	Ground	10	A	2	15184.0697839162	2.54578369971077E-8	220876.347056989	205692.277273072	0.000676762451594053	4.35420218843817E-12	0	tP1,10(10)	Molb v=0  9  4  5 - v=0 10  1 10
Molb	Ground	9	A	8	Ground	10	A	3	4645.87881599358	3.87037583536922E-8	220867.021386985	216221.142570991	0.00350914685445647	6.46715007492464E-13	0	tP1,9(10)	Molb v=0  9  4  6 - v=0 10  1  9
Molb	Ground	9	A	11	Ground	10	A	4	27954.5960930255	1.57038306971108E-8	248678.655638036	220724.05954501	0.000268730257514579	1.07890696535231E-11	0	tP2,9(10)	Molb v=0  9  5  4 - v=0 10  2  9
Molb	Ground	9	A	10	Ground	10	A	5	24193.5213616875	1.70753905250635E-8	248678.489787637	224484.96842595	0.00034292149181043	8.92482524943397E-12	0	tP2,8(10)	Molb v=0  9  5  5 - v=0 10  2  8
Molb	Ground	9	A	13	Ground	10	A	6	45359.3712038981	4.81387086729439E-9	282722.401681353	237363.030477455	6.19651544508456E-5	1.06281182219675E-11	0	tP3,8(10)	Molb v=0  9  6  3 - v=0 10  3  8
Molb	Ground	9	A	12	Ground	10	A	7	44888.7309102878	4.80150830053515E-9	282722.400071043	237833.669160755	6.25787670940185E-5	1.04027161376135E-11	0	tP3,7(10)	Molb v=0  9  6  4 - v=0 10  3  7
Molb	Ground	9	A	15	Ground	10	A	8	63995.8868930505	1.16224440125603E-9	322981.375549819	258985.488656768	1.35081488926249E-5	6.50668510118959E-12	0	tP4,7(10)	Molb v=0  9  7  2 - v=0 10  4  7
Molb	Ground	9	A	14	Ground	10	A	9	63974.2810690161	1.16200609701028E-9	322981.375541146	259007.09447213	1.35112069306997E-5	6.50156862980137E-12	0	tP4,6(10)	Molb v=0  9  7  3 - v=0 10  4  6
Molb	Ground	9	A	17	Ground	10	A	10	82685.1812381216	2.16210643829478E-10	369447.017373754	286761.836135633	2.59833748093375E-6	2.69951888287291E-12	0	tP5,6(10)	Molb v=0  9  8  1 - v=0 10  5  6
Molb	Ground	9	A	16	Ground	10	A	11	82684.6852684103	2.16209573164977E-10	369447.01737373	286762.33210532	2.59834591769786E-6	2.69947907081234E-12	0	tP5,5(10)	Molb v=0  9  8  2 - v=0 10  5  5
Molb	Ground	9	A	15	Ground	10	A	12	2196.71433658036	2.35245058408387E-7	322981.375549819	320784.661213239	0.103100851035268	2.00858755241867E-12	0	rP6,5(10)	Molb v=0  9  7  2 - v=0 10  6  5
Molb	Ground	9	A	14	Ground	10	A	13	2196.70789763285	2.35244369707356E-7	322981.375541146	320784.667643514	0.103100854060245	2.00856994885518E-12	0	rP6,4(10)	Molb v=0  9  7  3 - v=0 10  6  4
Molb	Ground	9	A	17	Ground	10	A	14	8415.88885817677	3.19045518180822E-7	369447.017373754	361031.128515578	0.0516181206128871	5.65470464754932E-11	0	rP7,4(10)	Molb v=0  9  8  1 - v=0 10  7  4
Molb	Ground	9	A	16	Ground	10	A	15	8415.88880905876	3.1904551630753E-7	369447.01737373	361031.128564671	0.0516181206213135	5.65470454946404E-11	0	rP7,3(10)	Molb v=0  9  8  2 - v=0 10  7  3
Molb	Ground	9	A	18	Ground	10	A	16	14626.6664080581	1.24453337552156E-7	422115.427439622	407488.761031564	0.0172154146528109	9.90059557931179E-11	0	rP8,3(10)	Molb v=0  9  9  0 - v=0 10  8  3
Molb	Ground	9	A	19	Ground	10	A	17	14626.6664078393	1.24453337550252E-7	422115.427439622	407488.761031782	0.0172154146528205	9.90059557887287E-11	0	rP8,2(10)	Molb v=0  9  9  1 - v=0 10  8  2
Molb	Ground	10	A	3	Ground	10	A	1	11003.6636977864	3.97651002509979E-5	216221.142570991	205217.478873205	1.42949985736006	3.1669274343618E-9	0	rQ0,10(10)	Molb v=0 10  1  9 - v=0 10  0 10
Molb	Ground	10	A	7	Ground	10	A	1	32616.1902875502	3.73428474944044E-6	237833.669160755	205217.478873205	0.0492540176469312	2.84173403011719E-9	0	tQ0,10(10)	Molb v=0 10  3  7 - v=0 10  0 10
Molb	Ground	10	A	11	Ground	10	A	1	81544.853232115	8.78870930775371E-9	286762.33210532	205217.478873205	5.55571420417356E-5	5.00923761148576E-11	0	vQ0,10(10)	Molb v=0 10  5  5 - v=0 10  0 10
Molb	Ground	10	A	4	Ground	10	A	2	15031.7822719377	4.44094196877144E-5	220724.05954501	205692.277273072	1.19181372769842	6.7310355310463E-9	0	rQ1,10(10)	Molb v=0 10  2  9 - v=0 10  1 10
Molb	Ground	10	A	8	Ground	10	A	2	53293.2113836961	3.433493688711E-7	258985.488656768	205692.277273072	0.00300775790743493	7.57008263544617E-10	0	tQ1,10(10)	Molb v=0 10  4  7 - v=0 10  1 10
Molb	Ground	10	A	12	Ground	10	A	2	115092.383940166	1.76580806360307E-10	320784.661213239	205692.277273072	8.9221368840115E-7	2.26178182146798E-12	0	vQ1,10(10)	Molb v=0 10  6  5 - v=0 10  1 10
Molb	Ground	10	A	5	Ground	10	A	3	8263.82585495888	5.43645863731718E-5	224484.96842595	216221.142570991	2.81113153827274	2.63795089713193E-9	0	rQ1,9(10)	Molb v=0 10  2  8 - v=0 10  1  9
Molb	Ground	10	A	9	Ground	10	A	3	42785.9519011391	1.35653409901827E-6	259007.09447213	216221.142570991	0.015481002221196	2.01625166301053E-9	0	tQ1,9(10)	Molb v=0 10  4  6 - v=0 10  1  9
Molb	Ground	10	A	13	Ground	10	A	3	104563.525072522	7.90840929716466E-10	320784.667643514	216221.142570991	4.61543041899377E-6	8.77394535947416E-12	0	vQ1,9(10)	Molb v=0 10  6  4 - v=0 10  1  9
Molb	Ground	10	A	6	Ground	10	A	4	16638.9709324448	6.35309343174183E-5	237363.030477455	220724.05954501	1.74804531584958	1.33898017214455E-8	0	rQ2,9(10)	Molb v=0 10  3  8 - v=0 10  2  9
Molb	Ground	10	A	10	Ground	10	A	4	66037.7765906228	1.83641732548283E-7	286761.836135633	220724.05954501	0.00153446524172491	7.34812360751385E-10	0	tQ2,9(10)	Molb v=0 10  5  6 - v=0 10  2  9
Molb	Ground	10	A	7	Ground	10	A	5	13348.7007348049	6.0806085194202E-5	237833.669160755	224484.96842595	2.12161194505893	8.39121815075372E-9	0	rQ2,8(10)	Molb v=0 10  3  7 - v=0 10  2  8
Molb	Ground	10	A	11	Ground	10	A	5	62277.3636793697	2.17397968694432E-7	286762.33210532	224484.96842595	0.00195791023290119	7.86367408027662E-10	0	tQ2,8(10)	Molb v=0 10  5  5 - v=0 10  2  8
Molb	Ground	10	A	8	Ground	10	A	6	21622.4581793136	6.89697293753425E-5	258985.488656768	237363.030477455	1.70091702783253	2.85917275038647E-8	0	rQ3,8(10)	Molb v=0 10  4  7 - v=0 10  3  8
Molb	Ground	10	A	12	Ground	10	A	6	83421.6307357838	5.87215488036146E-8	320784.661213239	237363.030477455	0.000472390949391423	4.56015562175195E-10	0	tQ3,8(10)	Molb v=0 10  6  5 - v=0 10  3  8
Molb	Ground	10	A	9	Ground	10	A	7	21173.4253113753	6.79984566283149E-5	259007.09447213	237833.669160755	1.71599028960122	2.70850885420979E-8	0	rQ3,7(10)	Molb v=0 10  4  6 - v=0 10  3  7
Molb	Ground	10	A	13	Ground	10	A	7	82950.9984827586	5.88453470337038E-8	320784.667643514	237833.669160755	0.000477068463019141	4.52780413720928E-10	0	tQ3,7(10)	Molb v=0 10  6  4 - v=0 10  3  7
Molb	Ground	10	A	10	Ground	10	A	8	27776.3474788644	6.547351139372E-5	286761.836135633	258985.488656768	1.53027484055426	5.45301782536874E-8	0	rQ4,7(10)	Molb v=0 10  5  6 - v=0 10  4  7
Molb	Ground	10	A	14	Ground	10	A	8	102045.639858809	1.749134658859E-8	361031.128515578	258985.488656768	0.000145985400977534	2.57949598642753E-10	0	tQ4,7(10)	Molb v=0 10  7  4 - v=0 10  4  7
Molb	Ground	10	A	11	Ground	10	A	9	27755.2376331895	6.54315944517125E-5	286762.33210532	259007.09447213	1.53059834571543	5.44174465590389E-8	0	rQ4,6(10)	Molb v=0 10  5  5 - v=0 10  4  6
Molb	Ground	10	A	15	Ground	10	A	9	102024.034092541	1.74898873601233E-8	361031.128564671	259007.09447213	0.000146018449232786	2.57844146721134E-10	0	tQ4,6(10)	Molb v=0 10  7  3 - v=0 10  4  6
Molb	Ground	10	A	12	Ground	10	A	10	34022.8250776058	5.49847768273185E-5	320784.661213239	286761.836135633	1.34197308576262	8.78814052112221E-8	0	rQ5,6(10)	Molb v=0 10  6  5 - v=0 10  5  6
Molb	Ground	10	A	16	Ground	10	A	10	120726.924895931	4.75139801277628E-9	407488.761031564	286761.836135633	4.46149076067753E-5	1.30537257313714E-10	0	tQ5,6(10)	Molb v=0 10  8  3 - v=0 10  5  6
Molb	Ground	10	A	13	Ground	10	A	11	34022.3355381938	5.49840406979904E-5	320784.667643514	286762.33210532	1.34197724410314	8.78778841098547E-8	0	rQ5,5(10)	Molb v=0 10  6  4 - v=0 10  5  5
Molb	Ground	10	A	17	Ground	10	A	11	120726.428926463	4.75138300222621E-9	407488.761031782	286762.33210532	4.46150524700574E-5	1.30536072349092E-10	0	tQ5,5(10)	Molb v=0 10  8  2 - v=0 10  5  5
Molb	Ground	10	A	14	Ground	10	A	12	40246.467302339	4.08007661489862E-5	361031.128515578	320784.661213239	1.13155729602901	1.22659704896099E-7	0	rQ6,5(10)	Molb v=0 10  7  4 - v=0 10  6  5
Molb	Ground	10	A	18	Ground	10	A	12	139367.066385023	1.04846227792598E-9	460151.727598262	320784.661213239	1.19098540056244E-5	5.36079232225253E-11	0	tQ6,5(10)	Molb v=0 10  9  2 - v=0 10  6  5
Molb	Ground	10	A	15	Ground	10	A	13	40246.4609211578	4.08007597105061E-5	361031.128564671	320784.667643514	1.13155732774653	1.22659649990215E-7	0	rQ6,4(10)	Molb v=0 10  7  3 - v=0 10  6  4
Molb	Ground	10	A	19	Ground	10	A	13	139367.059954749	1.04846222809592E-9	460151.727598262	320784.667643514	1.19098543511448E-5	5.36079173574933E-11	0	tQ6,4(10)	Molb v=0 10  9  1 - v=0 10  6  4
Molb	Ground	10	A	16	Ground	10	A	14	46457.632515986	2.63448953362252E-5	407488.761031564	361031.128515578	0.894025421608402	1.49060701592047E-7	0	rQ7,4(10)	Molb v=0 10  8  3 - v=0 10  7  4
Molb	Ground	10	A	20	Ground	10	A	14	157985.901037841	1.4426234893819E-10	519017.029553419	361031.128515578	2.11803457179622E-6	1.38876930400164E-11	0	tQ7,4(10)	Molb v=0 10 10  1 - v=0 10  7  4
Molb	Ground	10	A	17	Ground	10	A	15	46457.6324671112	2.63448953071567E-5	407488.761031782	361031.128564671	0.894025421749607	1.49060701145141E-7	0	rQ7,3(10)	Molb v=0 10  8  2 - v=0 10  7  3
Molb	Ground	10	A	21	Ground	10	A	15	157985.900988747	1.44262348882616E-10	519017.029553419	361031.128564671	2.11803457213967E-6	1.38876930293217E-11	0	tQ7,3(10)	Molb v=0 10 10  0 - v=0 10  7  3
Molb	Ground	10	A	18	Ground	10	A	16	52662.9665666982	1.41122031092944E-5	460151.727598262	407488.761031564	0.626978568042754	1.52268729746415E-7	0	rQ8,3(10)	Molb v=0 10  9  2 - v=0 10  8  3
Molb	Ground	10	A	19	Ground	10	A	17	52662.9665664799	1.41122031092302E-5	460151.727598262	407488.761031782	0.626978568043093	1.52268729744604E-7	0	rQ8,2(10)	Molb v=0 10  9  1 - v=0 10  8  2
Molb	Ground	10	A	20	Ground	10	A	18	58865.3019551568	5.31169264725295E-6	519017.029553419	460151.727598262	0.329194412498814	1.11653580197337E-7	0	rQ9,2(10)	Molb v=0 10 10  1 - v=0 10  9  2
Molb	Ground	10	A	21	Ground	10	A	19	58865.3019551564	5.3116926472529E-6	519017.029553419	460151.727598262	0.329194412498814	1.11653580197335E-7	0	rQ9,1(10)	Molb v=0 10 10  0 - v=0 10  9  1
Molb	Ground	11	A	2	Ground	10	A	1	40813.156020847	0.000268023627953799	246030.634894052	205217.478873205	2.9146195309676	3.00826393822917E-7	0	rR0,10(10)	Molb v=0 11  1 11 - v=0 10  0 10
Molb	Ground	11	A	6	Ground	10	A	1	74074.3243082592	7.05274078055259E-6	279291.803181464	205217.478873205	0.0477818883078297	2.9484918602182E-8	0	tR0,10(10)	Molb v=0 11  3  9 - v=0 10  0 10
Molb	Ground	11	A	10	Ground	10	A	1	123451.498484939	1.45569375166924E-8	328668.977358144	205217.478873205	7.02653129418378E-5	2.00707504420206E-10	0	vR0,10(10)	Molb v=0 11  5  7 - v=0 10  0 10
Molb	Ground	11	A	1	Ground	10	A	2	40003.6196964855	0.000260632888777635	245695.896969558	205692.277273072	2.89372849928057	2.8124782967114E-7	0	pR1,10(10)	Molb v=0 11  0 11 - v=0 10  1 10
Molb	Ground	11	A	5	Ground	10	A	2	61568.8947237284	2.57053273677E-5	267261.171996801	205692.277273072	0.200963746731334	7.12090709050195E-8	0	rR1,10(10)	Molb v=0 11  2  9 - v=0 10  1 10
Molb	Ground	11	A	9	Ground	10	A	2	95289.7344392418	5.28032568426809E-7	300982.011712314	205692.277273072	0.00300994223722545	3.95393968106172E-9	0	tR1,10(10)	Molb v=0 11  4  7 - v=0 10  1 10
Molb	Ground	11	A	13	Ground	10	A	2	156971.576829402	3.389862928402E-10	362663.854102475	205692.277273072	1.44125484188055E-6	8.46325391150194E-12	0	vR1,10(10)	Molb v=0 11  6  5 - v=0 10  1 10
Molb	Ground	11	A	4	Ground	10	A	3	45981.8051570218	0.000151124845871437	262202.947728013	216221.142570991	1.62421137736846	2.39736481649479E-7	0	rR1,9(10)	Molb v=0 11  2 10 - v=0 10  1  9
Molb	Ground	11	A	8	Ground	10	A	3	84715.0121943966	2.34005938500172E-6	300936.154765388	216221.142570991	0.0157254458040445	1.45150196404197E-8	0	tR1,9(10)	Molb v=0 11  4  8 - v=0 10  1  9
Molb	Ground	11	A	12	Ground	10	A	3	146442.689718138	1.55552238459184E-9	362663.832289129	216221.142570991	7.45566869463034E-6	3.55486588481954E-11	0	vR1,9(10)	Molb v=0 11  6  6 - v=0 10  1  9
Molb	Ground	11	A	3	Ground	10	A	4	37706.4515695862	0.000103538731028018	258430.511114596	220724.05954501	1.36348051747302	1.10976099934514E-7	0	pR2,9(10)	Molb v=0 11  1 10 - v=0 10  2  9
Molb	Ground	11	A	7	Ground	10	A	4	59366.5502211866	9.92910494032256E-5	280090.609766197	220724.05954501	0.900582811568843	2.86076788018348E-7	0	rR2,9(10)	Molb v=0 11  3  8 - v=0 10  2  9
Molb	Ground	11	A	11	Ground	10	A	4	107946.23478723	3.27090848262899E-7	328670.29433224	220724.05954501	0.00193936468901767	3.70352693998366E-9	0	tR2,9(10)	Molb v=0 11  5  6 - v=0 10  2  9
