%restart: now include fake lines (many but weak, kind of like satellites), and lowered height ratios to 12 or so.

4 rng CORRECT: cinn [4717.4 504.8 476.3] in 288.2 seconds [10000  20000] range 18399 flat,  160 upvotes on trial [5:JKABC=301]
4 rng CORRECT: cinn [4717.4 504.8 476.3] in 292.1 seconds [10000  20000] range 18399 flat,  160 upvotes on trial [5:JKABC=301]
206 rng CORRECT: cinn [2250.1 465.9 417.6] k=-0.947, in 493.4 seconds [10000  20000] range 26003 flat,  166 upvotes on trial [5:JKABC=301]
209 rng CORRECT: cinn [2097.3 549.9 462.4] k=-0.893, in 418.8 seconds [10000  20000] range 21420 flat,  260 upvotes on trial [5:JKABC=301]
210 rng CORRECT: cinn [2073.6 507.8 472.7] k=-0.956, in 418.0 seconds [10000  20000] range 22663 flat,  200 upvotes on trial [5:JKABC=301]
212 rng CORRECT: cinn [1975.8 340.5 301.2] k=-0.953, in 644.3 seconds [10000  20000] range 27203 flat,  172 upvotes on trial [5:JKABC=301]
213 rng CORRECT: cinn [2584.3 550.9 500.5] k=-0.952, in 357.1 seconds [10000  20000] range 19151 flat,  215 upvotes on trial [5:JKABC=301]
214 rng CORRECT: cinn [4220.8 313.8 305.6] k=-0.996, in 333.3 seconds [10000  20000] range 17031 flat,  115 upvotes on trial [5:JKABC=301]
215 rng CORRECT: cinn [3117.9 357.5 331.4] k=-0.981, in 440.8 seconds [10000  20000] range 22192 flat,  210 upvotes on trial [5:JKABC=301]
216 rng CORRECT: cinn [2050.5 502.5 420.1] k=-0.899, in 485.8 seconds [10000  20000] range 24511 flat,  295 upvotes on trial [5:JKABC=301]
217 rng CORRECT: cinn [3720.7 417.2 406.6] k=-0.994, in 462.1 seconds [10000  20000] range 16928 flat,  171 upvotes on trial [5:JKABC=301]
218 rng CORRECT: cinn [4302.1 275.2 259.5] k=-0.992, in 315.0 seconds [10000  20000] range 18328 flat,  105 upvotes on trial [5:JKABC=301]
219 rng CORRECT: cinn [4208.4 528.5 500.8] k=-0.985, in 181.5 seconds [10000  20000] range 11527 flat,  167 upvotes on trial [5:JKABC=301]
221 rng CORRECT: cinn [2202.7 355.6 332.4] k=-0.975, in 632.5 seconds [10000  20000] range 24109 flat,  166 upvotes on trial [5:JKABC=301]
224 rng CORRECT: cinn [2927.6 269.4 263.4] k=-0.995, in 726.3 seconds [10000  20000] range 17654 flat,  134 upvotes on trial [5:JKABC=301]
